gene1|gene2|experiment_type|reference
UPF2|RPL5|yeast 2-hybrid|15231747
PDCD4|RPL5|in vitro;yeast 2-hybrid|12054647
MAD2L2|ADAM17|in vitro;in vivo|10527948
TRPM2|TRPC6|in vitro;in vivo|12032305
TRPC3|TRPC6|in vitro;in vivo|15623527,12032305,12377790
STX16|VAMP3|in vivo|11839770
STX3|VAMP3|in vivo|9701566,9614185
IPO7|RPS7|in vitro|9687515
RPGR|SMC3|in vitro;in vivo|16043481
RPGR|YWHAE|in vivo|16043481
RPGR|TUBG1|in vivo|16043481
TNPO1|HIST2H2BE|in vitro|11824786
HIRIP3|HIST2H2BE|in vitro;in vivo|9710638
SAP30|HIST2H2BE|in vivo|9651585
DYRK2|HIST2H2BE|in vitro|9748265
NAP1L4|HIST2H2BE|in vitro|9325046
BRD7|HIST2H2BE|in vitro|12489984
TBL1XR1|HIST2H2BE|in vitro|15601853,12628926
RPGR|PDE6D|in vitro;yeast 2-hybrid|9990021
BLMH|RPL29|in vitro;yeast 2-hybrid|10353821
RPL6|RPL29|in vitro|6468376
NPR3|NPR3|in vitro|11533490
CCR8|CCR8|in vivo|9521068
CCL20|CCR6|in vitro;in vivo|9223454,9169459,9294137
DEFB4|CCR6|in vitro;in vivo|11714836
DEFB103A|CCR6|in vitro;in vivo|11714836
KIFAP3|KIFAP3|in vivo|9506951
KIF3B|KIFAP3|in vitro;in vivo;yeast 2-hybrid|9506951
RAP1GDS1|KIFAP3|in vitro;yeast 2-hybrid|8900189
XRCC4|LIG4|in vitro;in vivo|11702069,10854421
GPS1|ITPK1|in vitro;in vivo|12324474
COPS8|ITPK1|in vitro|12324474
CTDP1|WDR77|in vivo|12560496,15670829
CTDP1|POLR2B|in vivo|15670829
CCR1|STAT1|in vivo|14674010
AKT1|GATA2|in vivo|15837948
EPHB3|EPHB3|in vitro;in vivo|9674711
EFNB3|EPHB3|in vitro;in vivo|9484836
ACR|SERPINA5|in vitro|7521127
F11|SERPINA5|in vitro|2551064
CTDP1|PRMT5|in vivo|15670829
RNF4|GSCL|in vitro;in vivo;yeast 2-hybrid|10822263
VDAC1|TOMM20|in vitro|9119086
TOMM22|TOMM20|in vitro;in vivo|10982837
OTC|TOMM20|in vitro|9756929
AIP|TOMM20|in vitro;yeast 2-hybrid|14557246
CTDP1|NDRG2|in vivo|15670829
ARNTL|CLOCK|in vivo|9989497
PER3|CLOCK|in vivo|14701732
ARNTL2|CLOCK|in vitro;in vivo|10864977,11018023
GATA2|CEBPA|in vitro|1563207
GNA13|ARHGEF1|in vivo|9641916,12681510
BSG|CAV1|in vivo|15201341
CCR1|STAT3|in vivo|14674010
BSG|BSG|in vivo|15201341
RFX2|RFX2|in vivo|15229132,10330134
COL2A1|COL2A1|in vitro|8660302
RFX5|RFXAP|in vivo;yeast 2-hybrid|9118943
RFXANK|RFXAP|in vitro;in vivo|11463838,10825209
PRKCSH|GANAB|in vitro|10764837
RPGR|SMC1A|in vitro;in vivo|16043481
SNAP23|CFTR|in vitro;in vivo|12209004
PRKAA1|CFTR|in vitro;in vivo|10862786
DNAJA1|CFTR|in vivo|10075921
SLC4A7|CFTR|in vitro;in vivo|12403779
PDZK1|CFTR|in vitro;in vivo|11051556,12471024,12615054
SLC9A3R1|CFTR|in vitro;in vivo|10852925,9677412,9613608
SLC4A8|CFTR|in vivo|12403779
SLC9A3R2|CFTR|in vitro;in vivo|10893422,9671706
GOPC|CFTR|in vivo;yeast 2-hybrid|11707463,12471024
DNAJC5|CFTR|in vitro|12039948
PRKG1|CFTR|in vitro|1377674
USP8|SLBP|in vitro|10982817
ZNF473|SLBP|in vitro;yeast 2-hybrid|11782445
BMP1|HSPG2|in vitro;in vivo|15591058
MAP3K4|MAP3K4|yeast 2-hybrid|12052864
BUB1B|MAP3K4|in vitro|9482735
GADD45B|MAP3K4|in vitro;in vivo;yeast 2-hybrid|9827804
GADD45G|MAP3K4|in vitro;in vivo;yeast 2-hybrid|9827804
RACGAP1|MAP3K4|in vitro|9079650
MAPK13|MAP3K4|in vitro;in vivo|9841871
DIXDC1|MAP3K4|in vitro;in vivo|15262978
IL7R|STAT5A|in vivo|7719938
SLIT1|ROBO1|in vivo|10433822
SLIT2|ROBO1|in vivo|10102268
SRGAP1|ROBO1|in vitro;in vivo;yeast 2-hybrid|11672528
ROBO2|ROBO1|in vitro|12504588
SRGAP2|ROBO1|yeast 2-hybrid|11672528
RAB11B|OPTN|in vitro;in vivo|11495908
ITGA2B|AUP1|in vitro;in vivo;yeast 2-hybrid|12042322
KLRC4|MICB|in vitro|12133964
KLRK1|MICB|in vitro|12902493
MAP2K1IP1|CISH|in vivo|10517496
NR4A2|PIAS4|in vitro;in vivo;yeast 2-hybrid|14559918
SNAP23|ITSN1|in vitro;in vivo|10373452
WASL|ITSN1|in vitro;in vivo|11584276
LNPEP|TNKS2|in vitro|12080061
EPS15|ITSN1|in vivo;yeast 2-hybrid|10064583,10922467
SYNJ1|ITSN1|in vitro|10373452
BMP1|CHRD|in vitro|10479448
ERCC2|RAD51|in vivo|12359753
MAP3K5|MAP3K5|in vitro;in vivo;yeast 2-hybrid|11920685,9743501,11336675
MAP3K3|MAP3K5|in vivo|12912994
MAP3K7|MAP3K5|in vivo;yeast 2-hybrid|10921914
MAP2K7|MAP3K5|in vitro;in vivo|11959862
DAXX|MAP3K5|in vitro;in vivo;yeast 2-hybrid|9743501,11003656
ERN1|MAP3K5|in vivo|12050113
MAP3K6|MAP3K5|in vivo;yeast 2-hybrid|9875215
YWHAE|MAP3K5|yeast 2-hybrid|15023544
QARS|MAP3K5|in vitro;in vivo|11096076
DAB2IP|MAP3K5|in vivo;yeast 2-hybrid|12813029
MAP3K2|MAP3K5|in vitro;in vivo|12912994
MAPK8IP3|MAP3K5|in vitro;in vivo|12189133
DUSP19|MAP3K5|in vitro;in vivo|11959862
PTPN21|AKAP1|in vitro;in vivo;yeast 2-hybrid|15143158
MYCBP|AKAP1|in vitro;in vivo;yeast 2-hybrid|12414807,11483602
PPP1CA|AKAP1|in vitro;in vivo|10995432
IL7R|STAT5B|in vivo|7719938
BUB3|BUB1|in vivo|11283619
BUB1|RAE1|in vivo|11352911
PPFIA3|PTPRU|in vitro|9624153
PEA15|FADD|in vitro;in vivo|10493725,10442631
XRN2|ITGB4BP|yeast 2-hybrid|15231747
PLK3|CHEK2|in vitro;in vivo|12242661,11901158,10973490,12493754
RNF14|UBE2E1|in vitro|11322894
NEDD4L|UBE2E1|in vitro|8576257
PBX2|UBE2E1|yeast 2-hybrid|14667819
RNF8|UBE2E1|in vitro;yeast 2-hybrid|11322894
UBOX5|UBE2E1|yeast 2-hybrid|11274149
GSK3B|DSCR1|in vitro|12063245
MAP4K4|DOK1|in vivo|10669731
NCK2|DOK1|in vivo|9737977
PRKG1|LASP1|in vitro;in vivo|12571245
PRKG2|LASP1|in vitro;in vivo|12571245
GFRA4|PSPN|in vitro;in vivo|11116144
RBBP4|RBBP7|in vivo|15451426
SAP30|RBBP7|in vivo|15451426
MBD3|RBBP7|in vitro;in vivo|10444591
HDAC2|RBBP7|in vivo|15451426
BRMS1|RBBP7|in vivo|15451426
RBP1|RBBP7|in vivo|15451426
MTA2|RBBP7|in vivo|14645126
SIN3A|RBBP7|in vivo|15451426
BRMS1L|RBBP7|in vivo|15451426
SAP30|RBBP4|in vitro;in vivo|9651585,15451426
MTA1|RBBP4|in vitro|12920132
MBD2|RBBP4|in vitro;in vivo|10471499
MBD3|RBBP4|in vitro;in vivo|10444591
HDAC2|RBBP4|in vitro;in vivo|15451426,12943729,12091390,11302704
BRMS1|RBBP4|in vivo|15451426
RBP1|RBBP4|in vivo|15451426
MTA2|RBBP4|in vivo|14645126
HDAC3|RBBP4|in vitro;in vivo|11777905,11470869
SIN3A|RBBP4|in vitro;in vivo|15451426,9150135,12943729
AEBP2|RBBP4|in vitro|15225548
BRMS1L|RBBP4|in vivo|15451426
PTK2B|PDPK1|in vivo|14585963
UBXD5|RND3|in vitro;yeast 2-hybrid|11940653
LHB|GNAS|in vitro|8663226
LHB|GNAI2|in vitro|8663226
DOC2A|STXBP1|in vitro;in vivo;yeast 2-hybrid|9115738
DOC2B|STXBP1|in vitro;in vivo;yeast 2-hybrid|9115738
STX2|STXBP1|in vitro;in vivo|9045631
STX3|STXBP1|in vitro;in vivo|9045631
JAK2|STAT5B|in vivo|12538627
SMAD7|SMAD6|in vitro;in vivo;yeast 2-hybrid|9256479
STRAP|SMAD6|in vitro;in vivo|10757800
STAMBP|SMAD6|in vivo;yeast 2-hybrid|11483516
SMURF1|SMAD6|in vivo|11278251
RNF111|SMAD6|in vitro|14657019
SMAD7|SMAD7|in vitro;in vivo|12589052
HAT1|SMAD7|in vitro;in vivo|12408818
STRAP|SMAD7|in vitro;in vivo|10757800
STAMBP|SMAD7|in vivo|11483516
PARD3|SMAD7|in vitro;yeast 2-hybrid|12650946
DUSP4|MAPK8|in vivo|16038800
DUSP4|MAPK9|in vivo|8626452
CPT1A|BCL2|in vitro;in vivo;yeast 2-hybrid|9070836
DUSP7|MAPK14|in vivo|9788880
VAMP4|STX16|in vivo|11839770
STX6|STX16|in vivo|11839770
VPS45|STX16|in vitro;yeast 2-hybrid|12110575
VTI1A|STX16|in vivo|11839770
DUSP7|MAPK8|in vivo|9788880
SFRS4|SFRS2IP|yeast 2-hybrid|9447963
SRPK1|SFRS2IP|in vitro;in vivo|8208298
CBFA2T3|CBFA2T2|in vitro;in vivo|12242670
SIN3A|CBFA2T2|in vitro;in vivo|12242670
DHH|PTCH2|in vivo|9811851
RPS15A|RPS15A|yeast 2-hybrid|14667819
MYO7A|ACTA1|in vitro|12466270
RECQL|RPA1|in vitro;in vivo|15096578
MPP6|RPS20|yeast 2-hybrid|15231747
MPHOSPH6|RPS20|yeast 2-hybrid|15231747
AGXT|PEX5|in vivo|15911627
GATA4|ZFPM2|in vitro;in vivo;yeast 2-hybrid|9927675,11297508
SNCAIP|SEPT4|in vivo|12695511
SEPT8|SEPT4|in vitro;in vivo;yeast 2-hybrid|15116257
PDGFC|SUMO1|in vitro;in vivo|16443219
YWHAG|GBF1|in vivo|15324660
CA3|CA3|in vivo|120192
TNFRSF14|BTLA|in vivo|15568026
MOCS3|MOCS2|in vivo|15073332
PAX6|SIX3|in vivo|11069920
CLDN1|CLDN1|in vitro;yeast 2-hybrid|11689568
TJP2|CLDN1|in vitro|10601346
MPDZ|CLDN1|in vitro;yeast 2-hybrid|11689568
TJP3|CLDN1|in vitro;in vivo|10601346
PARP2|BUB3|in vivo|12217960
ARIH1|UBE2L3|in vitro;in vivo;yeast 2-hybrid|11278816,10521492
NEDD4L|UBE2L3|in vitro|8576257
RNF19|UBE2L3|in vivo|11237715
RNF144|UBE2L3|in vivo;yeast 2-hybrid|10431818
UBOX5|UBE2L3|in vitro;in vivo;yeast 2-hybrid|11274149
IKBKAP|IKBKAP|yeast 2-hybrid|15383276
MAP3K14|IKBKAP|in vitro;in vivo|9751059
PBX2|IKBKAP|yeast 2-hybrid|14667819
ITCH|NUMB|in vitro;in vivo|12682059
EPS15|NUMB|in vitro;in vivo|9303539
LNX2|NUMB|in vitro;in vivo;yeast 2-hybrid|11922143,11782429
LNX1|NUMB|in vitro;in vivo;yeast 2-hybrid|11782429,9535908
GSN|FHIT|in vitro|12833632
RAC1|METAP2|in vitro|7738010
S100A4|METAP2|in vitro;in vivo;yeast 2-hybrid|11994292
PIAS1|CSRP2|in vitro;in vivo;yeast 2-hybrid|11672422
CSRP2BP|CSRP2|in vitro;in vivo;yeast 2-hybrid|10924333
PAX6|RAX|in vitro;in vivo|11069920
CD48|IL18RAP|in vivo|15760905
DFFB|DFFA|in vitro;in vivo|10527860,10409614,9422506,11371636,10932250,10527861
YWHAG|DFFA|in vivo|15324660
CD48|IL18R1|in vitro;in vivo|15760905
DFFA|CIDEB|in vitro|10619428
CIDEB|DFFB|in vitro;in vivo|10619428
KPNB1|KPNA3|in vitro|9435235
RAC1|TRIO|in vitro;in vivo|11595749
APLP1|HSPE1|yeast 2-hybrid|16169070
SIAH2|TRAF2|in vivo|12411493
TNFRSF9|TRAF2|in vitro;yeast 2-hybrid|9464265
MAP3K5|TRAF2|in vitro;in vivo|9774977,10523862
USP7|TRAF2|in vitro|11279055
APLP1|EIF2S2|yeast 2-hybrid|16169070
APLP1|PCDHA4|yeast 2-hybrid|16169070
AGT|EWSR1|yeast 2-hybrid|16189514
ANXA3|TP53|yeast 2-hybrid|16169070
TNFRSF14|TRAF2|in vitro;in vivo;yeast 2-hybrid|9162022,9153189
ANXA3|UNC119|yeast 2-hybrid|16169070
MAPK9|TRAF2|in vitro|10490605
ANXA3|UBR1|yeast 2-hybrid|16169070
MAP4K2|TRAF2|in vitro;in vivo|9712898
IKBKB|TRAF2|in vitro|11359906
RIPK1|TRAF2|in vivo;yeast 2-hybrid|8702708,8612133
RIPK2|TRAF2|in vivo|9705938
TNFRSF11A|TRAF2|in vitro;in vivo|9852070,9774460,10025951
SLC9A1|MDFI|yeast 2-hybrid|16189514
BCL10|TRAF2|in vivo;yeast 2-hybrid|10753917
TNFSF4|TRAF2|yeast 2-hybrid|9418902
CFLAR|TRAF2|in vitro;in vivo|9208847
AQP1|TRIP6|yeast 2-hybrid|16189514
SPHK1|TRAF2|in vitro;in vivo|11777919
AQP1|EFEMP2|yeast 2-hybrid|16189514
AQP1|MDFI|yeast 2-hybrid|16189514
TNFRSF18|TRAF2|in vitro;in vivo|10037686
ERN1|TRAF2|in vivo|10650002,12843613
EDAR|TRAF2|in vivo|11035039
MAP3K14|TRAF2|in vitro;in vivo|9020361,11278268
TBK1|TRAF2|in vitro|10990461
TNFRSF13B|TRAF2|in vitro;in vivo;yeast 2-hybrid|10880535
MAP4K5|TRAF2|in vivo|10477597
AQP1|KCTD17|yeast 2-hybrid|16189514
TRIM37|TRAF2|in vitro|11279055
TTRAP|TRAF2|in vivo|10764746
TNFRSF12A|TRAF2|in vitro;yeast 2-hybrid|11728344,12529173
TRAIP|TRAF2|in vitro;in vivo;yeast 2-hybrid|9104814
TNFRSF19|TRAF2|in vivo|10809768
TNFSF9|TRAF2|in vitro|9607925
CASP8AP2|TRAF2|in vitro;in vivo|11340079
TOM1L1|HGS|yeast 2-hybrid|15611048
SOX9|TRAF2|in vitro|12136106
MAP3K7IP3|TRAF2|in vivo|14633987
TRPC4AP|TRAF2|in vitro;in vivo|14585990,16876162
RIPK1|FADD|in vivo|11002422
TRADD|FADD|in vivo;yeast 2-hybrid|8565075,10911999,8681376
MBD4|FADD|in vitro;in vivo;yeast 2-hybrid|12702765
TNFRSF10B|FADD|in vivo|9430227
HIPK3|FADD|in vitro;in vivo|11034606,10640736
FAF1|FADD|in vitro;in vivo|12702723
DEDD|FADD|in vitro;in vivo|9774341
CASP8AP2|FADD|in vivo|10235259
XPO5|FADD|in vitro;in vivo;yeast 2-hybrid|12702765
RYBP|FADD|in vivo|11395500
GPI|IGFBP3|in vitro|15059907
RUNX1|CCND3|in vitro;in vivo;yeast 2-hybrid|16287839
NGFB|SORT1|in vitro;in vivo|14985763
NTS|SORT1|in vitro;in vivo|9756851,16087676
GGA2|SORT1|in vitro;in vivo;yeast 2-hybrid|11331584,11390366
GGA1|SORT1|in vitro;in vivo;yeast 2-hybrid|11390366
NUMB|DPYSL2|in vitro;in vivo|12942088,11121447
DPYSL5|DPYSL2|in vivo|10956643
DPYSL2|TUBA4A|in vitro;in vivo|12134159
DPYSL2|TUBB|in vitro;in vivo|12134159
USP7|TRAF4|in vitro|11279055
SIGLEC7|TRAF4|in vitro;in vivo|10514511
TRIM37|TRAF4|in vitro|11279055
RPS6KB1|TRAF4|in vivo|12801526
CBLC|SPRY2|in vitro;in vivo|12234920
STEAP3|PKMYT1|in vitro;in vivo;yeast 2-hybrid|12606722
IL7R|STAT3|in vivo|7719938
POP1|POP1|in vitro|15096576
RPP30|POP1|yeast 2-hybrid|11455963
RPP38|POP1|yeast 2-hybrid|11455963
RPP40|POP1|in vitro|15096576
POP5|POP1|in vitro|15096576
RPP25|POP1|in vitro|15096576
GPI|GPI|in vitro|15637053
ARFGAP1|PSCD2|in vitro|9476900
DRD2|CADPS|in vivo|15857609
KDR|TIMP3|in vitro;in vivo|12652295
KHDRBS1|KHDRBS1|in vitro;in vivo|11437596,9315629
PRMT1|KHDRBS1|in vitro;in vivo|12529443
DHX9|KHDRBS1|in vitro;in vivo|10951562
GRAP2|KHDRBS1|in vitro;in vivo|9872323,10820259
UBA52|KHDRBS1|in vitro;in vivo;yeast 2-hybrid|8702753
KHDRBS3|KHDRBS1|yeast 2-hybrid|10749975
FNBP4|KHDRBS1|in vitro|10748127
YTHDC1|KHDRBS1|in vitro;in vivo;yeast 2-hybrid|10564280
WBP4|KHDRBS1|in vitro|10748127
MAP3K7|NRIP1|in vitro|9556573
CTBP1|NRIP1|in vitro;in vivo;yeast 2-hybrid|11509661
TNFRSF14|NRIP1|in vitro;in vivo;yeast 2-hybrid|9774688
PCAF|NRIP1|in vitro;in vivo|11509661,14581481
NR1H3|NRIP1|in vitro|10022764
NR0B1|NRIP1|in vitro;in vivo;yeast 2-hybrid|11459805
HDAC3|NRIP1|in vitro;in vivo|11006275
KDR|CTNNB1|in vitro|12920240
TFG|TFG|in vitro;in vivo;yeast 2-hybrid|7565764,11591653,16189514
SURB7|TFG|in vivo|11591653
TSSK2|TFG|in vivo|11591653
ACBD3|GOLGB1|in vivo;yeast 2-hybrid|11590181
ERBB2IP|SMAD7|in vitro|12650946
SMURF2|SMAD7|in vitro;in vivo;yeast 2-hybrid|11163210,15231748
SMURF1|SMAD7|in vitro;in vivo|11278251,12519765,12151385
PIAS4|SMAD7|in vitro;in vivo;yeast 2-hybrid|12815042,15231748
RNF111|SMAD7|in vitro;in vivo|14657019
YAP1|SMAD7|in vitro;in vivo;yeast 2-hybrid|12118366
STAMBPL1|SMAD7|in vitro;in vivo|14728725
TGFA|TGFA|in vitro|12297049,16107719
PDLIM4|TRIP6|in vitro;yeast 2-hybrid|10826496
EDG4|TRIP6|in vitro;in vivo;yeast 2-hybrid|14688263
RERE|TRIP6|yeast 2-hybrid|11782456
NUP210|TRIP6|yeast 2-hybrid|11782456
THRB|TRIP6|in vivo;yeast 2-hybrid|7776974
TPM4|TRIP6|yeast 2-hybrid|11782456
SYNGAP1|TRIP6|yeast 2-hybrid|11782456
LHX2|CITED2|in vitro;in vivo;yeast 2-hybrid|10593900
DCTN2|MARCKSL1|in vitro;in vivo|10827182
FSHR|UBA52|in vitro;in vivo|12960054
CD2AP|BCAR1|in vitro|10339567
SH2D3A|BCAR1|in vivo|10187783
NPHP1|BCAR1|in vitro;in vivo|11493697,10739664
NEDD9|BCAR1|in vivo;yeast 2-hybrid|9020138,8668148,9366405
SRC|PTPN11|in vivo|14687660
PCGF6|E2F6|in vitro|11171983
RYBP|E2F6|in vitro;in vivo;yeast 2-hybrid|11171983
EPC1|E2F6|in vitro;in vivo|15536069
FSHR|RPS27A|yeast 2-hybrid|12960054
FSHR|UBB|yeast 2-hybrid|12960054
MAGEH1|TADA3L|yeast 2-hybrid|15383276
RARA|TADA3L|in vitro;in vivo|12235159
PIAS4|TADA3L|in vitro;yeast 2-hybrid|15383276
ING5|TADA3L|yeast 2-hybrid|15383276
TAF9|TAF6L|in vitro;yeast 2-hybrid|9674425,16713569
RAD51L3|RAD51L1|in vitro;in vivo|11744692,11751636
HIST2H4A|RAD51L1|in vitro|14595808
HIST1H2BG|RAD51L1|in vitro|14595808
IKZF1|SAP18|in vitro;in vivo|10357820
SUFU|SAP18|in vitro;in vivo;yeast 2-hybrid|11960000,14611647
FSHR|UBC|yeast 2-hybrid|12960054
DHX9|PRMT1|in vitro|11850402,15084609
JAK1|SOCS3|in vivo|10707961
HNRPR|PRMT1|in vitro|12183049
QKI|PRMT1|in vitro;in vivo|12529443
CIRBP|PRMT1|in vitro|11850402
NCOA2|PRMT1|in vitro|11050077
KHDRBS3|PRMT1|in vitro;in vivo|12529443
KHDRBS2|PRMT1|in vitro;in vivo|12529443
BTG1|PRMT1|in vitro;yeast 2-hybrid|14734530,8663146,11856371
JAK2|IRS1|in vivo|12960006
HEY1|HEY1|in vivo|11279181
BLM|RAD51L3|in vitro;in vivo|12975363
XRCC3|RAD51L3|in vitro;in vivo|11744692
FANCF|FANCG|yeast 2-hybrid|11063725,11157805,12649160
FANCA|FANCG|in vitro;in vivo;yeast 2-hybrid|11050007,10627486,11157805,10373536,12649160,10468606
CCR4|CCL22|in vivo|9430724,9933589,9743322
RPS6KC1|SPHK1|in vivo;yeast 2-hybrid|12077123
IRF3|IRF3|in vitro|12473110
IRF7|IRF3|in vitro|11162841
IRF5|IRF3|in vitro;in vivo|11303025,12138184
TICAM2|IRF3|in vivo|14517278
CA4|SLC4A4|in vitro;in vivo|14567693
MAFG|MAFG|in vitro|9195958
SLIT3|ROBO2|in vitro;in vivo|11754167
SLIT2|SLIT2|in vivo|10102268
ROBO2|SLIT2|in vitro|10102268
GNA12|EDG6|in vitro|12761884
GNA13|EDG6|in vitro|12767884
EDG6|GNAI1|in vitro|12761884
KIF3A|KIF3B|in vitro;in vivo|7559760
IFT20|KIF3B|in vivo|12821668
LRP12|ZFYVE9|in vivo;yeast 2-hybrid|12809483
RAD9A|HUS1|in vitro;in vivo|9872989
DNAJC7|HUS1|in vitro;in vivo|11573955
RAD17|HUS1|in vivo|10884395
RAD9B|HUS1|in vivo|14611806
ACAT2|ACAT2|in vitro|15733928
HUS1|HUS1B|in vivo|11944979
CHEK2|RAD9A|in vitro;in vivo|12049741
ATM|RAD9A|in vitro;in vivo|12709442,11278446
DNAJC7|RAD9A|in vitro;in vivo|11573955
RAD17|RAD9A|in vitro;in vivo|10884395,12578958
ITSN2|RAD9A|in vitro;in vivo|12766152
CLSPN|RAD9A|in vitro;in vivo|12766152
TOPBP1|RAD9A|in vivo|11395493
HUS1B|RAD9A|in vivo|11944979,14611806
CDK5R2|CAMK2A|in vitro;yeast 2-hybrid|12223541
ADD1|ID3|in vitro|10585876
PPP1CB|PPP1R12B|in vitro|9570949
PPP1R10|PPP1CA|in vitro;in vivo;yeast 2-hybrid|12914669,9461602,15231748
DYNLT1|DYNC1I1|in vitro|8943288
ORC3L|CCNE2|in vitro|15232106
HDAC2|CDYL|in vitro;in vivo|12947414
MADCAM1|MADCAM1|in vitro|11807247
PTTG1IP|PTTG1IP|in vitro;in vivo|10781616
PTTG1|PTTG1IP|in vitro;in vivo;yeast 2-hybrid|10781616
KCNG3|KCNF1|yeast 2-hybrid|12060745
KCNF1|KCNV2|yeast 2-hybrid|12060745
KCNF1|KCNG4|yeast 2-hybrid|12060745
KCNB1|KCNG1|in vivo;yeast 2-hybrid|8980147
SLC9A3R1|SLC23A2|in vitro;in vivo|10748165
APRT|APRT|in vitro|15196008
KCNQ1|KCNE2|in vitro;in vivo|11101505
ADH5|ADH5|in vitro|12196016
ADH1A|ADH1A|in vivo|9982
ADRA1A|RGS2|in vitro|15917235
RIPK3|TRAF2|in vivo;yeast 2-hybrid|10339433
HIVEP3|TRAF2|in vivo;yeast 2-hybrid|11804591
TAOK3|TRAF2|in vitro;in vivo;yeast 2-hybrid|11278723
PTK2|FLT1|in vivo|12023386
CDK9|TRAF2|in vivo;yeast 2-hybrid|9827693
EGFR|MET|in vitro;in vivo|10722725
TNIK|TRAF2|in vitro;in vivo;yeast 2-hybrid|10521462
CCR1|CCL26|in vivo|15039444
COL9A1|COMP|in vitro|15047691
COL6A1|FGF7|in vitro|11973338
TRAF3|TRAF3|in vivo|9122217
TNFRSF9|TRAF3|in vitro;yeast 2-hybrid|9464265
USP7|TRAF3|in vitro|11279055
GRIN2D|TRAF3|in vivo|10862698
TNFRSF14|TRAF3|in vivo|9162022
RIPK1|TRAF3|in vivo;yeast 2-hybrid|8612133
TNFRSF11A|TRAF3|in vitro;in vivo|10025951,9852070,9774460
TRADD|TRAF3|in vivo;yeast 2-hybrid|8565075
TANK|TRAF3|in vitro;yeast 2-hybrid|8710854
TNFRSF18|TRAF3|in vitro;in vivo|10037686
EDAR|TRAF3|in vivo|11035039
CEBPB|RPS6KA5|in vivo|10635333
TRIM37|TRAF3|in vitro|11279055
NUP62|TRAF3|in vitro;in vivo;yeast 2-hybrid|10781837
TNFRSF12A|TRAF3|in vitro;yeast 2-hybrid|11728344
TNFRSF19|TRAF3|in vivo|10809768
TRAF3IP2|TRAF3|in vivo|12089335
TRAF3IP1|TRAF3|in vitro;in vivo;yeast 2-hybrid|10791955
PGR|PGR|in vitro;in vivo;yeast 2-hybrid|15171716
GRIN1|TRAF3|in vivo|10862698
TRAF3IP3|TRAF3|in vitro;in vivo;yeast 2-hybrid|14572659
PTRF|ZNF148|in vitro;yeast 2-hybrid|10727401
CORT|GHSR|in vivo|11227737
GHRL|GHSR|in vivo|10604470,11227737
USP8|STAM|in vitro;in vivo|10982817
HGS|STAM|in vivo|9407053
STAMBP|STAM|in vivo;yeast 2-hybrid|10383417,16730941
CD40|CAV1|in vivo|14665433
GCK|INS|in vitro|12101177
PRDM1|IRF4|in vitro;in vivo|11342629
SPIB|IRF4|in vitro|10196196
FKBP4|IRF4|in vitro;in vivo|10714679
XPO1|ORC1L|in vitro;in vivo|11716535
CDC6|ORC1L|in vitro;in vivo|9566895,12912926,15232106
MCM5|ORC1L|in vitro|15232106
ORC3L|ORC1L|in vitro|15232106
CDT1|ORC1L|in vitro|15232106
MYST2|ORC1L|in vitro;in vivo|10438470
ORC5L|ORC1L|in vitro|15232106
CDC7|ORC1L|yeast 2-hybrid|12614612
NFKB1|NFKB1|in vivo|11943214
SUMO1|NCOA1|in vitro;in vivo|12529333
DNMT3B|SUMO1|in vivo;yeast 2-hybrid|11735126
SUMO1|DAXX|in vitro;in vivo;yeast 2-hybrid|11112409,11948183,12150977
SUMO1|TRIM24|in vitro;in vivo|11313457
ARL1|GOLGA1|in vitro;in vivo;yeast 2-hybrid|12972563
CCR5|ADRBK1|in vivo|10085131
GSK3B|FRAT1|in vivo|12095675
PXN|PXN|in vitro|14636584
PTPRH|PXN|in vitro;in vivo|11278335
TUBA3C|PXN|in vitro;in vivo;yeast 2-hybrid|10840040
TUBA1B|PXN|in vitro;in vivo;yeast 2-hybrid|10840040
PAK1|PXN|in vitro|10330411
TRIP6|PXN|in vivo|14688263
DDEF2|PXN|in vitro;in vivo|10749932,12149250
ITGA9|PXN|in vitro;in vivo|11598204
PABPC1|PXN|in vivo|11704675
ARHGEF7|PXN|in vitro|10330411
TUBA8|PXN|in vivo;yeast 2-hybrid|10840040
TUBG2|PXN|in vitro;in vivo|10840040
DDEF1|PXN|in vitro|12149250
GIT1|PXN|in vivo|12153727,10896954,14523024
NF2|PXN|in vitro|12118253
SDC4|PXN|in vitro|11805099
PPP2CA|PXN|in vivo|10675325
GIT2|PXN|in vitro|11251077
NEDD9|PXN|in vivo|10455189
PARVA|PXN|in vitro;in vivo|11134073
CCNT1|CCNT1|in vivo|12832472
HIC2|CCNT1|in vivo;yeast 2-hybrid|12944466
AFF4|CCNT1|in vivo|12065898
HEXIM1|CCNT1|in vitro;in vivo;yeast 2-hybrid|12832472
CDK9|CCNT1|in vitro;in vivo|15528190,11689688,14627702,9872325,10617616,11145967,11713533,11713532,12894230,12115727,10465067,9499409,10958691,11282025,9491887
DRD2|CADPS2|yeast 2-hybrid|15857609
FIGF|ITGA9|in vitro;in vivo|15590642
PAFAH1B3|PAFAH1B2|in vitro|11522926
ARL1|GOLGA4|in vitro;in vivo;yeast 2-hybrid|11303027,12972563
ARL3|GOLGA4|yeast 2-hybrid|11303027
MACF1|GOLGA4|in vitro;in vivo;yeast 2-hybrid|15265687
DOK1|PTPRH|in vivo|11278335
